Location Code,Location Name,Location Display Name,Location Type,Parent Location Code,Active Status,Test Location,Timezone,Address Line 1,Address Line 2,City,State,Zip Code,Country,Phone Number,Phone Ext.,Email,Latitude,Longitude,Location Color,Auto-Wrap Time,Show Signed in Users,Enable Wait Smarter,Allow remote check-in,Cutoff Before Closing,Check In Lead Time,Use Appointments,Future Availability Window,Appointment Cutoff Window,Summary Email Notification Time,Reminder Email Notification Time,Reminder text message notification time,Lead time for appointment booking,Concurrency Mode,Max. no of Appointments,Float Priority Mode,Change Appointemnt Status,Appointment status to change,Allow request staff,Show in widget,Use Events
"3d180e70-3387-4f34-8048-fecc7c414511","v0tgu-Buffalo-view","v0tgu-Buffalo-view","Area","Default","0","Default","Arabic Standard Time","2308 Abel Mountain","Suite 962","Marvinberg","Wisconsin","77456","Ethiopia","055-876-1526","0","Edison_Willms24@yahoo.com","12.7501","55.7519","RGB(185,226,214)","11:35:05","1","1","1","11:35:05","11:35:05","1","29","83","11:35:05","0","2","0","null","17","2","1","Assigned","1","0","1"
"24702bba-e6c6-4d21-a1d2-2b79bed5b83e","w9wr6-Port St. Lucie-haven","w9wr6-Port St. Lucie-haven","Region","Default","1","Default","Georgian Standard Time","9033 Funk Squares","Suite 320","Stantonside","North Dakota","93299-0324","Saint Vincent and the Grenadines","737-392-3168","4","Caterina_Rohan@yahoo.com","21.8514","125.1663","RGB(181,234,1)","11:35:05","1","0","0","11:35:05","11:35:05","1","65","28","11:35:05","2","2","0","null","7","2","0","Cancelled","0","0","0"
"b89acd20-bfa4-4c06-b813-72fd4ac8bad6","1pyal-Auburn-town","1pyal-Auburn-town","Department","Default","0","Default","Venezuela Standard Time","97683 Farrell Trace","Suite 019","South Angelitatown","Vermont","41264-7689","Holy See (Vatican City State)","691-875-3989","4","Cristal_Crist@hotmail.com","-24.7202","64.0002","RGB(126,120,171)","11:35:05","1","1","0","11:35:05","11:35:05","0","93","61","11:35:05","2","0","2","null","49","1","0","Completed","0","1","1"
"3524a62b-0b98-4f03-a377-589eadbc7d54","mw6ge-Aurora-stad","mw6ge-Aurora-stad","Organization","Default","0","Default","Central European Standard Time","474 Schowalter Harbor","Suite 906","Jackson","Tennessee","60415","Equatorial Guinea","846-947-1570","0","Pete.Quigley@hotmail.com","28.6656","-168.4533","RGB(207,229,114)","11:35:05","0","0","0","11:35:05","11:35:05","0","28","37","11:35:05","1","1","2","null","2","2","1","Completed","0","0","0"
"a29d49c0-50f7-4e17-913c-4b27a8ab4d4e","xxnmc-Columbia-shire","xxnmc-Columbia-shire","Area","Default","0","Default","N. Central Asia Standard Time","0072 Ernestine Spurs","Apt. 251","Gilbertborough","New Hampshire","61319","Vanuatu","885-185-6095","1","Ashley.Romaguera@yahoo.com","66.9633","17.3149","RGB(240,100,187)","11:35:05","0","1","1","11:35:05","11:35:05","0","90","55","11:35:05","0","0","0","null","58","3","0","Cancelled","0","0","1"
"5c4ed15f-05d7-4303-a66d-6ac497efcde8","u947f-Passaic-furt","u947f-Passaic-furt","Organization","Default","1","Default","Egypt Standard Time","16805 Renner Spurs","Suite 389","Beverlyside","Oregon","77916-8448","Saint Vincent and the Grenadines","746-963-9175","3","Elouise.Rowe57@hotmail.com","88.5638","103.0634","RGB(187,164,122)","11:35:05","0","0","1","11:35:05","11:35:05","1","67","50","11:35:05","2","1","2","null","67","1","1","Added","1","0","1"
"a05c6773-c713-45f8-b194-d43e99cb49d2","qyn4m-Suffolk-view","qyn4m-Suffolk-view","Department","Default","0","Default","Jordan Standard Time","5925 Ima Causeway","Apt. 394","East Michael","Colorado","77194-1704","Thailand","945-407-4532","3","Emmanuel.Okuneva@hotmail.com","-1.1706","-28.6135","RGB(212,215,117)","11:35:05","1","1","0","11:35:05","11:35:05","1","34","14","11:35:05","1","0","1","null","32","2","0","Added","1","1","0"
"660fc9ee-24b2-41c5-a0ac-cfec8d8cd279","ippal-Fayetteville-fort","ippal-Fayetteville-fort","Region","Default","0","Default","Nepal Standard Time","771 Krystal Bridge","Apt. 668","El Centro","Virginia","07196-8094","Norfolk Island","943-131-6960","1","Deron76@gmail.com","51.8171","-178.0272","RGB(193,89,238)","11:35:05","1","1","0","11:35:05","11:35:05","1","97","44","11:35:05","2","1","0","null","88","2","0","Assigned","0","0","0"
"122408b4-1432-4e0f-92b7-262409a36173","i52lg-Boise City-town","i52lg-Boise City-town","Region","Default","0","Default","Jordan Standard Time","1408 Langworth Prairie","Suite 545","Newport News","Arizona","43172-5799","Bangladesh","474-044-5009","4","Dedric.Lynch74@hotmail.com","28.7739","12.2098","RGB(211,69,57)","11:35:05","0","1","0","11:35:05","11:35:05","0","27","90","11:35:05","0","0","1","null","17","2","0","Cancelled","1","1","1"
"1b6da7e2-e4f4-4982-9339-9693844f615c","gq6mc-Lakewood-land","gq6mc-Lakewood-land","Organization","Default","1","Default","Central Brazilian Standard Time","920 Aubrey Ways","Suite 088","Joliebury","Delaware","80420","Anguilla","750-652-1755","2","Heloise_Hintz69@gmail.com","-49.1647","-41.5305","RGB(111,50,100)","11:35:05","0","1","1","11:35:05","11:35:05","1","18","13","11:35:05","2","1","0","null","10","3","0","Added","0","1","1"
"fea5a894-8d5a-4c94-87b1-c77ca4ae8f87","5cd57-Tempe-haven","5cd57-Tempe-haven","Region","Default","0","Default","E. Europe Standard Time","378 Kacey Meadows","Apt. 149","Tacoma","Wisconsin","92724","Croatia","600-690-3793","2","Alexander17@hotmail.com","20.8447","85.9124","RGB(125,201,77)","11:35:05","1","0","0","11:35:05","11:35:05","0","82","4","11:35:05","2","2","0","null","89","2","1","Assigned","0","1","0"
"611531d9-061e-468a-9921-bf0dc8482f62","lnego-Simi Valley-stad","lnego-Simi Valley-stad","Organization","Default","0","Default","Tokyo Standard Time","28981 Tess Greens","Apt. 420","Port Tylerburgh","Arkansas","23869","Bahamas","325-730-3283","2","Arnaldo.Rice@gmail.com","30.9731","17.7388","RGB(16,71,232)","11:35:05","0","0","1","11:35:05","11:35:05","0","70","39","11:35:05","2","2","2","null","19","1","0","Assigned","1","0","1"
"17b79ec4-79c5-4d00-a798-5b46e2c21209","jc4bc-Murray-berg","jc4bc-Murray-berg","Region","Default","1","Default","Iran Standard Time","7023 Serena Flat","Apt. 560","Lynwood","Hawaii","58352","Chad","978-961-0430","3","Keven_Schulist14@hotmail.com","36.6547","153.3864","RGB(61,203,11)","11:35:05","0","0","0","11:35:05","11:35:05","0","25","86","11:35:05","0","1","2","null","26","1","1","Cancelled","0","1","1"
"0f7acc17-1429-4f13-91bc-787d776540c1","1h728-Strongsville-ton","1h728-Strongsville-ton","Organization","Default","0","Default","Central Europe Standard Time","1962 Cristopher Camp","Apt. 101","Racine","Arizona","82387-8707","Sweden","209-079-6907","0","Ludie_OKeefe@hotmail.com","71.1016","97.3989","RGB(55,94,7)","11:35:05","1","1","0","11:35:05","11:35:05","1","76","2","11:35:05","2","2","1","null","65","1","1","Completed","1","0","0"
"14bee066-919d-4608-8b54-4dc97f72a3df","4xbkj-Glenview-berg","4xbkj-Glenview-berg","Holding Company","Default","1","Default","N. Central Asia Standard Time","99469 Mafalda Land","Suite 783","Scottiebury","Mississippi","06681-6464","Saint Barthelemy","392-416-5530","1","Alize.Hayes@hotmail.com","42.7336","92.2996","RGB(7,37,38)","11:35:05","0","0","0","11:35:05","11:35:05","0","78","35","11:35:05","0","1","2","null","13","2","0","No Show","0","1","1"
"7af15467-c30c-4a43-aa71-096e22257018","9g83s-Provo-mouth","9g83s-Provo-mouth","Branch","Default","0","Default","Alaskan Standard Time","24428 Bahringer Ridge","Suite 496","New Alexandraberg","North Carolina","38790-1733","Kuwait","429-364-7616","0","Ceasar44@hotmail.com","-2.748","89.9337","RGB(52,125,193)","11:35:05","1","1","1","11:35:05","11:35:05","0","50","46","11:35:05","0","2","0","null","35","3","0","No Show","0","1","1"
"e6b94665-63c2-4984-8232-d42ae9b7b80a","k4bux-Cypress-side","k4bux-Cypress-side","Region","Default","1","Default","E. Africa Standard Time","8216 Russel Orchard","Suite 222","West Adaside","Wyoming","29756","United Kingdom","419-245-5164","3","Jeanie.Lindgren@gmail.com","-2.5522","-179.2264","RGB(185,222,129)","11:35:05","0","0","1","11:35:05","11:35:05","1","60","96","11:35:05","1","1","0","null","77","3","1","Cancelled","0","1","1"
"b3357eb3-d29e-4569-85a0-a4e0be1d3630","95aia-McKinney-chester","95aia-McKinney-chester","Department","Default","1","Default","SA Western Standard Time","7565 Leonie Drive","Suite 603","West Chesley","Georgia","99102-8238","Azerbaijan","203-145-3712","1","Percival20@yahoo.com","-85.101","-80.9757","RGB(211,122,73)","11:35:05","1","0","0","11:35:05","11:35:05","1","83","34","11:35:05","2","2","0","null","97","2","0","Added","1","0","1"
"bc40deb5-a97a-49fa-bc3e-63823b000c34","o1n8i-Huntington Beach-burgh","o1n8i-Huntington Beach-burgh","Region","Default","0","Default","Yakutsk Standard Time","07871 Littel Land","Suite 358","New Gennarofurt","Louisiana","49107-7437","Chile","387-164-8687","0","Orval28@gmail.com","32.3427","30.573","RGB(150,216,183)","11:35:05","1","0","0","11:35:05","11:35:05","0","35","100","11:35:05","1","2","2","null","51","2","0","Assigned","0","0","0"
"7a33b88c-775a-4321-9f2a-8081046f9692","6n2c2-Idaho Falls-side","6n2c2-Idaho Falls-side","Area","Default","1","Default","Greenland Standard Time","4248 McCullough Crossing","Apt. 553","San Clemente","Oklahoma","43944-8215","Slovenia","047-178-0271","3","Meghan_Dickinson42@yahoo.com","3.3079","-10.8662","RGB(254,96,46)","11:35:05","0","0","1","11:35:05","11:35:05","0","85","21","11:35:05","2","1","2","null","12","2","1","No Show","0","1","0"
"3470f027-b1d5-4ac3-a366-af7443a8b8f2","fq3pd-Fairfield-burgh","fq3pd-Fairfield-burgh","Area","Default","1","Default","South Africa Standard Time","6246 Janelle Gateway","Suite 048","Ferryfort","Pennsylvania","66238","Heard Island and McDonald Islands","065-756-0505","0","Trey_Rempel23@yahoo.com","-30.2579","160.5286","RGB(139,91,76)","11:35:05","1","1","0","11:35:05","11:35:05","0","19","29","11:35:05","1","0","2","null","64","1","1","No Show","0","0","0"
"b78ab4cb-c198-4fd7-89a0-e0cdf7a4a5f5","rb6sl-Arlington-land","rb6sl-Arlington-land","Organization","Default","1","Default","Vladivostok Standard Time","37762 Annalise Brooks","Apt. 562","New Muhammadfurt","Massachusetts","60928","Latvia","297-524-5363","0","Nicole_Herzog16@yahoo.com","-40.7993","136.698","RGB(59,224,210)","11:35:05","0","0","1","11:35:05","11:35:05","1","39","82","11:35:05","1","0","0","null","15","2","0","Completed","0","1","1"
"6f4cdda3-b247-417c-b324-3693788252ec","za2ic-Chesapeake-borough","za2ic-Chesapeake-borough","Area","Default","1","Default","UTC","614 Jaron Crossing","Suite 366","Port Agustin","Wisconsin","62325-8534","Puerto Rico","714-190-4669","4","Stone61@yahoo.com","59.8308","-139.8276","RGB(238,202,239)","11:35:05","0","1","0","11:35:05","11:35:05","0","82","72","11:35:05","0","0","2","null","1","1","1","Cancelled","0","1","0"
"dd88351d-ea33-41aa-b026-3b8880d586a7","bb6rd-Olathe-port","bb6rd-Olathe-port","Region","Default","1","Default","Pacific SA Standard Time","232 Reichel Tunnel","Apt. 638","Cathrynland","Illinois","82688","Pitcairn Islands","616-177-9416","4","Sonny_Strosin72@gmail.com","65.1902","157.2087","RGB(170,109,159)","11:35:05","1","0","1","11:35:05","11:35:05","1","11","38","11:35:05","2","2","2","null","73","2","0","Completed","0","0","0"
"014f09d3-672b-4f1f-8709-5c3201c06030","74q12-Evansville-land","74q12-Evansville-land","Organization","Default","1","Default","Namibia Standard Time","6521 Elsa Points","Apt. 778","Hyattbury","North Carolina","93162-9189","Democratic People's Republic of Korea","163-634-8240","1","Layla.Runolfsdottir@gmail.com","-73.6957","-72.0509","RGB(36,142,73)","11:35:05","0","0","1","11:35:05","11:35:05","0","85","9","11:35:05","0","0","0","null","71","2","1","Completed","1","1","1"
"6cbce943-9105-477a-878d-882b551b89f6","o9uyo-Revere-land","o9uyo-Revere-land","Region","Default","0","Default","Greenland Standard Time","64825 Shields Well","Apt. 323","South Altahaven","Kansas","05027-0993","Macedonia","535-379-9118","2","Donna_Carroll@gmail.com","28.261","169.241","RGB(178,7,227)","11:35:05","0","1","0","11:35:05","11:35:05","0","26","61","11:35:05","1","1","0","null","75","3","0","Assigned","1","0","0"
"39f9753c-ed45-4c9f-bdce-9a4459827cd9","j6cnt-Huntington Beach-berg","j6cnt-Huntington Beach-berg","Organization","Default","0","Default","Namibia Standard Time","916 Mills Radial","Apt. 091","Wilmington","Connecticut","78760","Papua New Guinea","603-949-3361","4","Christophe.Terry@hotmail.com","-39.6266","93.8537","RGB(49,133,32)","11:35:05","1","0","0","11:35:05","11:35:05","1","89","90","11:35:05","1","2","1","null","13","3","1","Completed","1","0","0"
"456752f4-7cca-498c-880d-10ba0573010c","sesnk-Beaumont-bury","sesnk-Beaumont-bury","Area","Default","1","Default","Samoa Standard Time","01226 Stuart Stream","Apt. 184","Royal Oak","South Carolina","83658","Cyprus","194-069-2959","3","Lia.Padberg@gmail.com","-75.5101","49.6053","RGB(149,195,20)","11:35:05","1","0","1","11:35:05","11:35:05","0","75","12","11:35:05","0","0","2","null","13","2","0","Assigned","1","0","1"
"4a4bebc3-adcf-4851-9d93-e2db6d1d0488","x259u-Royal Oak-burgh","x259u-Royal Oak-burgh","Region","Default","1","Default","Venezuela Standard Time","411 Alisa Stravenue","Suite 458","Lake Kelton","Illinois","27447-7479","Haiti","203-903-0363","4","Francesca.Braun40@yahoo.com","2.0582","-173.4323","RGB(224,78,66)","11:35:05","0","0","1","11:35:05","11:35:05","0","17","88","11:35:05","0","0","2","null","36","3","1","Assigned","1","1","1"
"9a0f2779-f2a2-404a-9557-a0af54531d02","gkpnu-Columbia-fort","gkpnu-Columbia-fort","Area","Default","1","Default","SA Eastern Standard Time","0874 Konopelski Streets","Suite 480","Port Earnestineview","Maryland","30998-6221","Netherlands Antilles","467-988-8616","4","Cletus57@hotmail.com","38.6264","115.9417","RGB(22,118,98)","11:35:05","1","1","1","11:35:05","11:35:05","1","54","20","11:35:05","0","1","2","null","79","2","1","Cancelled","0","0","0"
"5ba47f9d-377b-4b17-90c8-c861e32dee24","37lm7-Ankeny-bury","37lm7-Ankeny-bury","Area","Default","1","Default","Central Pacific Standard Time","587 Jovanny Drives","Apt. 268","McGlynntown","Louisiana","47251-4392","Guyana","871-191-8811","1","Magali.Ryan0@yahoo.com","38.6793","104.859","RGB(22,225,79)","11:35:05","1","1","1","11:35:05","11:35:05","1","19","87","11:35:05","2","2","1","null","57","2","1","Completed","0","1","1"
"5acb440f-3f58-4947-a1a3-6fabd1a45c94","ztapi-Johns Creek-ton","ztapi-Johns Creek-ton","Branch","Default","1","Default","Venezuela Standard Time","005 Lindgren Haven","Suite 807","Uptonview","Florida","69711-7902","Antigua and Barbuda","892-095-9071","1","Wilton53@gmail.com","-32.1916","-18.2373","RGB(48,16,24)","11:35:05","0","1","1","11:35:05","11:35:05","1","76","78","11:35:05","2","2","0","null","36","2","0","Assigned","1","1","1"
"1da3a96d-39e4-4e41-82e2-2b814a6a234f","cyaun-Cheektowaga-bury","cyaun-Cheektowaga-bury","Region","Default","1","Default","W. Europe Standard Time","080 Abbott Ford","Suite 365","West Margarettchester","Connecticut","18511","Nauru","960-461-5481","3","Waylon.Schmitt96@hotmail.com","-4.4697","48.5907","RGB(158,5,207)","11:35:05","0","1","0","11:35:05","11:35:05","1","82","88","11:35:05","0","2","1","null","3","2","1","Added","1","0","0"
"1fd30191-e254-46f6-b9e5-25336e8b338d","dlx2t-Guaynabo-view","dlx2t-Guaynabo-view","Branch","Default","1","Default","Arab Standard Time","67742 Heidenreich Avenue","Apt. 559","Lake Nathan","Oklahoma","39893","India","961-461-1686","0","Monserrate55@hotmail.com","-49.606","100.9372","RGB(185,117,98)","11:35:05","0","1","1","11:35:05","11:35:05","1","11","62","11:35:05","0","0","1","null","32","3","0","Cancelled","1","0","1"
"44e9bbfa-dbc6-4190-a21d-b7f782463dc9","44q0s-Peoria-land","44q0s-Peoria-land","Holding Company","Default","0","Default","US Eastern Standard Time","7753 Sylvester Road","Suite 274","Port Melyna","New Jersey","71150","Thailand","769-150-6284","1","Arlene.Feest@hotmail.com","11.5063","-178.5508","RGB(48,217,167)","11:35:05","0","0","1","11:35:05","11:35:05","0","52","29","11:35:05","2","0","2","null","58","2","0","Completed","1","1","1"
"44f18357-744a-4581-b757-124871388041","87wms-Santa Clarita-burgh","87wms-Santa Clarita-burgh","Department","Default","0","Default","Arabic Standard Time","13055 Barton Valleys","Suite 685","Port Madgestad","Michigan","55312","Israel","707-408-7793","1","Jesus.Breitenberg91@hotmail.com","3.4722","-101.9069","RGB(184,228,169)","11:35:05","1","0","0","11:35:05","11:35:05","1","100","64","11:35:05","2","0","0","null","31","2","1","Added","0","0","1"
"a12b4a89-f60d-419c-9b32-e2e7c1aedea8","52aq7-Yucaipa-bury","52aq7-Yucaipa-bury","Department","Default","0","Default","Pakistan Standard Time","9645 Crystal Points","Apt. 804","South Arnaldo","Hawaii","13677-4314","Mauritius","176-374-8246","2","Nola.Aufderhar76@gmail.com","-55.9445","48.2043","RGB(56,169,192)","11:35:05","0","0","0","11:35:05","11:35:05","0","41","43","11:35:05","0","0","1","null","27","2","1","Assigned","0","1","1"
"138d8d78-a423-4147-bee7-96da8bf22b08","9a2bs-Wichita-shire","9a2bs-Wichita-shire","Department","Default","1","Default","SE Asia Standard Time","8028 Huels Walk","Apt. 408","Nampa","California","29411","Western Sahara","367-063-4774","4","Esther65@gmail.com","85.6375","-107.1635","RGB(105,213,80)","11:35:05","0","1","1","11:35:05","11:35:05","0","51","64","11:35:05","2","1","0","null","34","2","0","Assigned","1","1","1"
"c7229a05-8f3a-45b6-b29b-de2492953b7c","xewsr-Chicago-bury","xewsr-Chicago-bury","Organization","Default","0","Default","W. Europe Standard Time","1465 Meghan Knolls","Apt. 373","O'Keefeport","Arizona","53984-6101","Maldives","148-401-2343","0","Irma_OConner@yahoo.com","44.7952","94.6986","RGB(175,131,203)","11:35:05","0","1","1","11:35:05","11:35:05","0","74","49","11:35:05","0","0","2","null","68","1","0","Assigned","1","1","1"
"77ee7c3a-f65b-4aad-ae3f-8553fd6c9cd8","hr6l7-Perth Amboy-berg","hr6l7-Perth Amboy-berg","Area","Default","0","Default","Tokyo Standard Time","95970 Torey Drive","Suite 871","East Gloria","Hawaii","36007-5081","Nauru","533-063-7349","3","Wilma39@gmail.com","23.6474","150.2382","RGB(166,9,82)","11:35:05","0","0","0","11:35:05","11:35:05","1","65","41","11:35:05","2","2","0","null","15","3","0","Completed","0","1","1"
"cb0dd6a0-7cb9-4c87-8c6b-0f29f80c660f","xph56-Des Moines-mouth","xph56-Des Moines-mouth","Branch","Default","1","Default","Middle East Standard Time","154 Carroll Pike","Suite 142","South Barbara","Hawaii","14323","Timor-Leste","501-575-5414","0","Michel.Quigley61@yahoo.com","13.0375","-68.7299","RGB(127,177,57)","11:35:05","1","1","0","11:35:05","11:35:05","1","42","91","11:35:05","0","0","2","null","63","3","0","Completed","1","1","0"
"3f0a1525-4bd0-4c21-ad89-bd99ccd0a831","4ibq1-New Rochelle-borough","4ibq1-New Rochelle-borough","Branch","Default","0","Default","Greenwich Standard Time","6933 Damion Run","Apt. 452","Lake Eleonorehaven","North Carolina","29419-6419","Tanzania","447-600-2828","0","Trevion.Leffler@gmail.com","-68.1625","44.9942","RGB(14,225,13)","11:35:05","1","1","1","11:35:05","11:35:05","0","53","91","11:35:05","0","2","1","null","15","2","1","Completed","0","1","0"
"85b80559-5904-4151-b35d-90f073a30206","bxlg6-West Babylon-stad","bxlg6-West Babylon-stad","Organization","Default","1","Default","Montevideo Standard Time","171 Brandt Manors","Suite 170","Deionshire","Arkansas","98288-3281","Congo","527-219-1605","2","Jaydon_Schaden@gmail.com","-42.3508","39.0086","RGB(89,126,235)","11:35:05","0","0","1","11:35:05","11:35:05","0","89","100","11:35:05","0","2","0","null","4","2","1","No Show","1","0","1"
"ebc644e5-34cf-4da1-a286-d25e01e9ed01","hznih-Kokomo-shire","hznih-Kokomo-shire","Area","Default","0","Default","UTC-02","8171 Joseph Brook","Apt. 888","South Orlofurt","Tennessee","67008-6073","Afghanistan","236-307-6011","3","Porter40@yahoo.com","-65.0283","3.949","RGB(240,121,84)","11:35:05","1","0","0","11:35:05","11:35:05","0","46","77","11:35:05","0","2","0","null","47","2","1","No Show","1","1","0"
"f317ba39-e391-4ebd-98db-a4019105b83b","fzfwg-Chico-stad","fzfwg-Chico-stad","Branch","Default","1","Default","Greenland Standard Time","8265 Cathryn Branch","Apt. 197","Donnellymouth","New Hampshire","25079-9805","Austria","978-400-5165","4","Mateo.Gottlieb84@yahoo.com","65.9424","-113.8113","RGB(70,59,249)","11:35:05","0","1","1","11:35:05","11:35:05","1","23","42","11:35:05","2","1","0","null","54","1","1","Assigned","0","1","1"
"7324de07-c4e1-4a1a-84a1-99ec4c59232d","axeeb-La Habra-haven","axeeb-La Habra-haven","Organization","Default","0","Default","Atlantic Standard Time","67130 Ebert Loaf","Apt. 016","Sacramento","Georgia","64236-5608","Gabon","514-385-4839","1","Kirk88@hotmail.com","-88.1271","45.8092","RGB(38,121,139)","11:35:05","1","1","1","11:35:05","11:35:05","0","85","53","11:35:05","1","2","0","null","99","2","0","Completed","1","1","0"
"926b1dd2-b67a-47f4-84d3-f83e36b6cbc3","r13y9-Dundalk-port","r13y9-Dundalk-port","Region","Default","1","Default","GTB Standard Time","9103 Karlee Pine","Suite 803","North Betsy","Virginia","56313-9351","United Kingdom","438-127-8563","1","Adella77@yahoo.com","-46.5724","-120.294","RGB(201,114,248)","11:35:05","0","1","1","11:35:05","11:35:05","0","31","62","11:35:05","2","0","0","null","18","1","1","Cancelled","0","0","1"
"324f12d7-b0d1-4e6f-88d1-8d4732d7c4a9","cs7ni-Denton-ton","cs7ni-Denton-ton","Area","Default","0","Default","Nepal Standard Time","656 Swift Court","Suite 276","Levittown","Colorado","97814","Venezuela","225-401-3541","4","Joseph.Larson98@hotmail.com","88.0203","-34.4577","RGB(247,162,245)","11:35:05","0","0","1","11:35:05","11:35:05","0","29","49","11:35:05","2","0","0","null","43","2","1","Completed","1","1","0"
"73b64675-b2a5-4005-89a7-e82b74050d93","3o1b6-Columbia-furt","3o1b6-Columbia-furt","Area","Default","1","Default","Paraguay Standard Time","82134 Isabell Vista","Apt. 483","Bernardomouth","New Jersey","28547-0906","Myanmar","150-204-8157","0","Fiona94@hotmail.com","-12.5735","-22.0254","RGB(12,251,217)","11:35:05","1","0","1","11:35:05","11:35:05","1","40","84","11:35:05","2","2","2","null","21","1","0","Completed","1","1","1"
"8cda8604-e995-43c6-b477-0322c8c04f09","x10vz-Minnetonka-chester","x10vz-Minnetonka-chester","Holding Company","Default","1","Default","Bahia Standard Time","81667 Rolfson Divide","Apt. 849","Burlington","Nevada","46079-9097","United Arab Emirates","194-423-6343","0","Christophe82@gmail.com","88.8972","109.274","RGB(129,241,28)","11:35:05","1","0","1","11:35:05","11:35:05","1","26","26","11:35:05","1","1","2","null","93","2","1","Completed","0","1","0"
"e9ff61a4-bbc0-4cdc-acb7-a6a8034f620e","yp7dp-State College-ton","yp7dp-State College-ton","Region","Default","1","Default","SA Pacific Standard Time","4529 Fleta Route","Suite 758","Albany","New Mexico","87969-7656","Pitcairn Islands","448-286-4895","1","Mariano.Kris@yahoo.com","-72.9766","17.7158","RGB(22,35,98)","11:35:05","1","1","0","11:35:05","11:35:05","1","78","95","11:35:05","1","0","1","null","97","3","0","No Show","0","0","1"
"0485075b-8af4-4319-835a-909e975bb860","hg3be-Smyrna-land","hg3be-Smyrna-land","Region","Default","1","Default","Bahia Standard Time","9930 Ashlee Centers","Suite 345","North Christyview","Oklahoma","81562","Guyana","983-618-5159","0","Ruthe_Tillman@hotmail.com","9.0874","159.3414","RGB(226,224,32)","11:35:05","1","1","1","11:35:05","11:35:05","0","83","82","11:35:05","0","1","2","null","100","2","0","No Show","1","0","0"
"fa17e0e4-f89b-4fea-823f-be03a12553ac","wo731-Camden-berg","wo731-Camden-berg","Branch","Default","1","Default","W. Central Africa Standard Time","8997 Brycen Orchard","Apt. 570","Jamaltown","South Carolina","22609","Martinique","482-834-6255","3","Esteban18@yahoo.com","10.473","17.6493","RGB(60,37,71)","11:35:05","0","1","1","11:35:05","11:35:05","0","81","62","11:35:05","2","2","1","null","91","1","1","Assigned","0","1","0"
"6d2c4121-0f9e-4351-b2d3-1f10cf82111f","ktaqg-Parker-burgh","ktaqg-Parker-burgh","Area","Default","0","Default","Singapore Standard Time","325 Owen Circles","Suite 345","Westonstad","Montana","16649","Lithuania","911-888-3932","0","Darwin_Sawayn@hotmail.com","-82.8378","18.1375","RGB(239,153,33)","11:35:05","1","0","1","11:35:05","11:35:05","0","70","87","11:35:05","2","0","2","null","74","3","1","Added","0","1","1"
"ec1cf736-c384-4ece-a1f8-551355e48c77","l3l9f-San Marcos-port","l3l9f-San Marcos-port","Organization","Default","1","Default","Georgian Standard Time","8432 Lehner Ways","Suite 836","New Cristophermouth","Virginia","08353","Ethiopia","319-832-8016","2","Theresia.Wolf84@hotmail.com","76.9043","59.5606","RGB(15,36,233)","11:35:05","1","1","1","11:35:05","11:35:05","1","12","52","11:35:05","0","2","1","null","50","3","1","Cancelled","1","1","1"
"be41fa6b-b69c-4021-99b0-c20ef8166ac7","0ldxj-Meriden-view","0ldxj-Meriden-view","Department","Default","1","Default","SA Pacific Standard Time","6835 Camron Parks","Suite 083","Sioux Falls","Massachusetts","26463-4380","Morocco","955-380-0646","3","Idell53@gmail.com","-46.3959","117.764","RGB(102,27,90)","11:35:05","0","0","1","11:35:05","11:35:05","1","64","15","11:35:05","1","0","0","null","22","3","1","Assigned","1","1","1"
"f1ec2f08-7ff5-476a-8d07-107fdc1f220a","qgl3a-Troy-port","qgl3a-Troy-port","Organization","Default","0","Default","Bahia Standard Time","72501 Elna Greens","Apt. 183","West Jerrell","Michigan","88885-5703","Micronesia","397-525-9908","1","Ceasar_Wunsch@yahoo.com","-34.9168","-104.7281","RGB(70,199,18)","11:35:05","1","1","1","11:35:05","11:35:05","0","4","100","11:35:05","2","1","2","null","48","2","1","No Show","0","1","1"
"915e4029-6b33-40db-b787-f02bb02ba82b","nuwve-Casper-view","nuwve-Casper-view","Branch","Default","1","Default","E. Europe Standard Time","2623 Klein Forge","Suite 682","Markshaven","Georgia","34268","Mauritius","824-704-7868","1","Isaiah42@hotmail.com","-50.797","144.6998","RGB(111,2,69)","11:35:05","0","1","0","11:35:05","11:35:05","1","4","65","11:35:05","2","0","0","null","65","3","1","Completed","0","1","0"
"4abafe9b-30b3-48ea-b314-372fc4be17f4","ybyv9-Lynchburg-haven","ybyv9-Lynchburg-haven","Area","Default","1","Default","Korea Standard Time","131 Mario Junctions","Suite 158","Nicolasborough","Texas","74593-0999","Nepal","422-159-1171","4","Cecil_Stanton@hotmail.com","75.753","-28.2255","RGB(201,149,170)","11:35:05","0","1","0","11:35:05","11:35:05","1","41","39","11:35:05","2","2","0","null","21","1","0","No Show","1","1","1"
"deb9be1c-3bbd-47b2-af97-c94042ac8e42","tmmsd-La Habra-shire","tmmsd-La Habra-shire","Department","Default","1","Default","UTC-11","6602 Jannie Plains","Apt. 156","Norfolk","Arkansas","43396-1078","Anguilla","537-481-5572","1","Nelda77@hotmail.com","57.1055","57.1886","RGB(126,46,142)","11:35:05","1","1","0","11:35:05","11:35:05","0","36","39","11:35:05","0","1","2","null","96","2","1","Added","1","1","0"
